ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText
156,5,7,26-01-2025,5,The build quality is impressive.
157,10,17,14-10-2025,2,The product arrived late.
158,37,2,16-04-2024,5,"Great purchase, very satisfied."
159,23,12,01-09-2023,5,"I love this product,  will buy again!"
160,71,9,02-01-2024,2,Not worth the money.
161,9,18,05-08-2025,2,The product arrived  late.
162,64,20,25-07-2023,3,"Average experience, nothing special."
163,89,7,27-05-2023,5,The quality is top-notch.
164,25,19,16-03-2024,2,Product did not  meet my expectations.
165,97,3,03-06-2025,4,The quality is top-notch.
166,87,3,01-11-2023,3,"Good  quality, but could be cheaper."
167,28,16,02-08-2023,2,Product did not meet  my expectations.
168,72,2,13-12-2025,3,Customer support was very helpful.
169,26,8,28-09-2025,5,Five stars for the quick  delivery.
170,53,13,23-06-2024,5,The build quality is impressive.
171,2,16,16-02-2024,3,Not worth the money.
172,79,2,23-11-2024,3,Not worth the money.
173,15,16,30-05-2025,5,Customer support was very helpful.
174,91,8,23-06-2024,4,"I love this product, will buy again!"
175,3,6,02-11-2024,3,"Good quality, but could be cheaper."
176,21,11,23-11-2023,3,"The product is okay, but the instructions were unclear."
177,93,19,03-07-2025,4,"I love this product, will buy again!"
178,17,20,25-05-2025,4,The quality is  top-notch.
179,46,20,26-11-2025,4,"Great purchase, very satisfied."
180,77,5,08-03-2023,4,"Great purchase,  very satisfied."
181,4,3,09-08-2024,4,The build quality is impressive.
182,21,11,08-03-2024,5,"Excellent product, highly recommend!"
183,13,5,08-06-2025,4,"Great purchase, very satisfied."
184,59,5,29-12-2024,4,Shipping was fast and the item was well-packaged.
185,8,6,13-11-2023,2,Product did not meet my expectations.
186,22,13,17-02-2023,4,The quality is top-notch.
187,58,18,01-05-2025,4,The quality is top-notch.
188,70,5,19-09-2025,5,Exceeded my expectations!
189,83,7,13-03-2025,2,The product  arrived late.
190,83,3,10-08-2023,3,"Good quality, but could be cheaper."
191,68,3,05-09-2024,4,"Great purchase,  very satisfied."
192,42,17,04-08-2023,5,"Excellent product, highly recommend!"
193,84,20,21-06-2024,3,"The product is okay, but the instructions were  unclear."
194,7,7,19-05-2025,1,The product arrived late.
195,75,5,25-10-2023,5,Amazing value for the price.
196,91,2,29-10-2023,3,"Average experience, nothing special."
197,51,15,27-11-2024,4,"I love this product,  will buy again!"
198,57,8,27-08-2023,5,Five stars for the quick delivery.
199,6,13,20-08-2024,5,The  quality is top-notch.
200,30,17,09-01-2025,3,"Good quality, but could be cheaper."
201,59,6,23-05-2023,2,Not worth the money.
202,33,9,06-09-2023,5,Amazing value for the price.
203,66,18,22-11-2023,3,"Average experience, nothing special."
204,95,14,29-11-2024,4,"Great purchase, very  satisfied."
205,88,12,06-04-2023,5,Amazing value for the price.
206,72,14,22-08-2023,4,Shipping was fast and the item was well-packaged.
207,95,18,07-06-2025,4,"I love this product, will buy again!"
208,94,8,25-03-2023,4,"Great purchase, very satisfied."
209,70,8,05-11-2025,3,"Average experience, nothing special."
210,28,1,10-12-2023,2,The product arrived late.
211,84,12,07-03-2025,4,Five stars for the quick delivery.
212,87,10,03-01-2023,1,"Terrible customer service, would not buy again."
213,7,13,09-04-2024,5,Shipping was fast and  the item was well-packaged.
214,53,18,13-04-2025,3,Five stars for the quick delivery.
215,55,10,07-01-2024,2,Product did not meet my expectations.
216,49,7,14-11-2023,3,"The product is okay, but the instructions were unclear."
217,62,11,19-08-2023,5,Amazing value  for the price.
218,35,8,14-09-2024,4,The quality is top-notch.
219,90,9,18-02-2023,4,Five stars for the quick delivery.
220,78,9,12-08-2025,2,Disappointed with the performance.
221,26,2,21-10-2024,4,The build quality is impressive.
222,54,14,28-02-2024,5,Customer support was very helpful.
223,37,16,31-07-2023,5,Exceeded my expectations!
224,68,15,27-03-2023,4,"Great purchase,  very satisfied."
225,80,1,08-09-2025,3,"The product is okay, but the instructions were unclear."
226,60,9,23-08-2023,2,The product arrived late.
227,74,11,10-08-2024,4,"Good  quality, but could be cheaper."
228,20,19,23-10-2025,2,"The product is okay, but the instructions were unclear."
229,69,12,07-02-2023,4,The  quality is top-notch.
230,54,11,19-10-2023,2,The product arrived late.
231,15,16,15-04-2025,5,Five stars for the quick delivery.
232,17,3,11-10-2025,5,Five stars for the quick delivery.
233,81,4,14-11-2024,2,The product arrived late.
234,80,9,06-03-2023,5,The build quality is impressive.
235,54,3,18-03-2024,4,Customer support was very helpful.
236,55,16,03-03-2025,5,"Great purchase, very satisfied."
237,44,2,29-09-2025,4,The quality is top-notch.
238,47,9,18-04-2023,4,"Great purchase, very satisfied."
239,45,9,28-01-2024,5,Exceeded my expectations!
240,20,16,09-11-2024,5,Five stars for the quick delivery.
241,61,15,22-04-2024,4,Five stars for the quick delivery.
242,20,20,07-06-2025,4,The quality is top-notch.
243,24,11,17-02-2023,1,I had a bad experience with this product.
244,36,4,25-08-2023,4,"Great purchase, very satisfied."
245,50,3,23-03-2023,3,"Good quality, but could be cheaper."
246,71,12,23-07-2023,4,The  quality is top-notch.
247,28,6,24-11-2025,5,"Excellent product, highly  recommend!"
248,81,6,15-07-2023,3,"Good quality, but could be cheaper."
249,75,2,04-01-2023,1,"Not  satisfied, the product broke after a week."
250,22,11,21-09-2023,1,The product stopped working after a month.
251,16,2,01-02-2024,4,"Good quality, but could be cheaper."
252,6,6,18-03-2025,5,The build quality is  impressive.
253,75,15,03-08-2024,3,"Great purchase, very satisfied."
254,30,19,31-12-2025,3,"Average experience, nothing special."
255,13,16,23-01-2024,5,"I love this product, will buy again!"
256,91,3,11-02-2024,4,"Good quality, but could be cheaper."
257,84,13,03-10-2023,3,"Average experience, nothing  special."
258,34,7,13-05-2025,4,"Great  purchase, very satisfied."
259,75,2,24-08-2023,3,"The product is okay, but the instructions were unclear."
260,44,18,07-03-2024,3,"Average experience, nothing special."
261,29,12,15-10-2024,4,Customer support was very helpful.
262,45,7,07-07-2024,5,Five stars for  the quick delivery.
263,47,8,21-10-2024,4,Customer support was very helpful.
264,96,18,19-08-2025,4,Shipping was fast and the  item was well-packaged.
265,22,19,14-05-2024,4,"I love this product, will buy again!"
266,62,5,22-02-2025,5,"Excellent product,  highly recommend!"
267,55,19,01-12-2023,3,"The product is  okay, but the instructions were unclear."
268,98,17,28-10-2023,5,The build quality  is impressive.
269,75,4,18-11-2023,4,The quality is top-notch.
270,46,6,25-09-2023,1,The color was different from what was shown.
271,21,17,08-08-2025,5,The  build quality is impressive.
272,39,17,26-03-2023,5,Shipping was fast and the item was well-packaged.
273,10,2,09-10-2024,5,Shipping was fast and the item was well-packaged.
274,93,11,07-04-2023,5,"I love this product, will buy again!"
275,45,12,03-04-2023,4,Five stars for the quick delivery.
276,86,1,29-01-2025,5,The quality is top-notch.
277,22,6,21-03-2025,4,The quality is top-notch.
278,80,20,01-03-2023,5,Amazing value for the price.
279,86,5,21-07-2023,5,Customer support was very helpful.
280,68,19,09-11-2023,4,"Good quality, but could be cheaper."
281,71,5,19-11-2025,4,"I love this product, will buy again!"
282,59,5,17-02-2023,3,"Average experience, nothing special."
283,87,13,14-02-2023,5,"I love this product, will buy again!"
284,89,13,01-09-2023,4,"Great purchase, very satisfied."
285,29,3,25-08-2023,4,"Good quality, but could  be cheaper."
286,53,16,04-05-2023,5,"I love this product, will buy again!"
287,75,6,14-02-2025,5,"I love this product, will  buy again!"
288,68,17,21-06-2024,5,"Excellent product, highly recommend!"
289,87,15,04-10-2023,5,Customer support was  very helpful.
290,20,14,23-09-2024,2,"Average experience, nothing special."
291,17,7,06-12-2025,5,"I love this product, will buy again!"
292,15,7,19-10-2025,5,Customer support was very helpful.
293,25,13,14-02-2023,3,Not worth  the money.
294,63,13,09-11-2023,3,Not worth the money.
295,61,6,13-10-2024,3,"The product is okay, but the instructions were unclear."
296,85,18,13-12-2023,4,The  quality is top-notch.
297,92,16,06-08-2023,3,"Average experience, nothing special."
298,41,15,13-06-2025,4,Five stars for the quick delivery.
299,93,13,01-02-2024,1,Product did not meet my expectations.
300,22,18,09-05-2023,2,Disappointed with the performance.
301,6,7,30-05-2023,4,"I love this product, will buy again!"
302,64,19,08-10-2024,5,The quality is top-notch.
303,20,10,25-04-2024,4,"Great purchase, very satisfied."
304,66,14,01-02-2023,3,"Average  experience, nothing special."
305,87,7,25-08-2023,4,Customer support was very helpful.
306,52,8,19-07-2025,3,"Average experience, nothing special."
307,63,16,08-01-2025,5,Exceeded my expectations!
308,90,14,02-04-2023,5,Shipping was fast and the item was well-packaged.
309,70,11,02-02-2023,3,"Good quality, but could be cheaper."
310,40,1,30-11-2024,5,Exceeded my expectations!
311,52,11,14-11-2023,4,Shipping was fast and the item was well-packaged.
312,90,3,05-11-2023,2,The product arrived late.
313,13,3,14-01-2024,4,"I  love this product, will buy again!"
314,22,17,06-10-2025,2,Product did not meet my expectations.
315,32,7,13-06-2025,4,The quality is top-notch.
316,48,4,15-08-2025,5,Five stars for the quick  delivery.
317,15,6,04-08-2023,3,"The product is okay, but the instructions were unclear."
318,97,4,15-12-2023,4,"Good quality, but could be cheaper."
319,86,6,11-12-2024,5,Shipping was fast and the item was well-packaged.
320,79,17,24-02-2023,4,The quality is top-notch.
321,58,12,17-04-2024,4,"Good quality, but could be cheaper."
322,76,13,01-12-2024,4,"Great  purchase, very satisfied."
323,47,4,24-04-2023,4,Shipping was  fast and the item was well-packaged.
324,89,5,08-07-2024,4,Shipping was fast and the item  was well-packaged.
325,78,6,17-04-2023,4,"Good quality, but could be cheaper."
326,17,14,15-06-2024,4,The quality is top-notch.
327,95,8,25-08-2023,4,The quality is top-notch.
328,100,13,20-02-2024,2,Not worth the money.
329,6,9,07-12-2024,3,The quality is top-notch.
330,22,14,18-03-2023,4,The quality is top-notch.
331,68,4,17-08-2023,5,"I love this product, will buy again!"
332,2,10,06-11-2024,5,The build quality is impressive.
333,87,5,02-06-2024,4,"I love this product, will buy again!"
334,70,9,14-04-2025,5,Five stars for the quick  delivery.
335,75,14,12-03-2024,5,"Great purchase, very satisfied."
336,8,8,07-02-2024,2,The product arrived late.
337,32,19,22-05-2024,3,"The product is okay, but the instructions were unclear."
338,98,4,22-01-2023,2,The product arrived late.
339,38,2,11-01-2025,5,Exceeded my  expectations!
340,95,17,16-09-2025,5,"I love this product, will buy again!"
341,62,3,04-11-2024,2,Not worth the money.
342,19,4,15-06-2025,4,The build quality is impressive.
343,84,4,13-04-2025,3,"Average experience, nothing special."
344,21,10,02-11-2025,3,Not worth the money.
345,48,4,24-07-2024,4,"I love this product, will buy again!"
346,84,15,27-06-2025,5,The build quality is impressive.
347,75,16,19-08-2025,1,Disappointed  with the performance.
348,52,13,05-03-2024,2,Not worth the money.
349,26,11,19-11-2024,3,"I love this product, will buy again!"
350,57,6,22-08-2025,3,Not  worth the money.
351,55,5,02-05-2023,3,"The product is okay, but  the instructions were unclear."
352,43,11,22-12-2025,3,"Average experience, nothing special."
353,36,15,08-09-2025,5,"Great  purchase, very satisfied."
354,50,18,03-01-2024,2,"Average experience, nothing special."
355,59,9,04-03-2024,2,"Average experience, nothing special."
356,86,14,23-11-2023,1,The product arrived late.
357,1,3,01-04-2024,4,Five stars for the quick delivery.
358,13,15,20-11-2023,3,"Average experience, nothing special."
359,79,15,04-05-2024,5,Amazing value for the price.
360,33,15,09-09-2025,5,"Excellent product, highly recommend!"
361,71,7,12-02-2024,5,"Excellent product, highly recommend!"
362,33,11,11-02-2024,3,"The product is okay, but the instructions were unclear."
363,17,15,15-04-2025,4,"Good quality, but could be cheaper."
364,46,8,26-04-2024,5,The build quality is impressive.
365,90,20,24-10-2025,3,"Good quality, but could be  cheaper."
366,46,7,14-11-2023,5,Shipping was fast and the item was well-packaged.
367,96,1,02-07-2024,3,Not worth the  money.
368,34,8,11-05-2025,1,"Not satisfied, the product broke after a week."
369,48,4,19-12-2024,4,Customer support was very helpful.
370,73,6,13-04-2023,4,The quality is top-notch.
371,29,1,20-01-2024,2,Product did not meet my expectations.
372,91,6,10-05-2023,4,"I love this product, will  buy again!"
373,92,14,12-07-2025,1,"Average experience, nothing special."
374,89,12,08-02-2023,1,The product  stopped working after a month.
375,73,4,16-12-2024,5,The build quality is impressive.
376,38,6,03-07-2023,3,"Good quality,  but could be cheaper."
377,77,4,29-11-2023,5,"Excellent product, highly recommend!"
378,64,9,20-03-2024,2,The product arrived  late.
379,62,4,27-01-2023,5,The  quality is top-notch.
380,52,4,23-02-2024,4,"I love  this product, will buy again!"
381,45,4,24-01-2024,3,"Good quality, but  could be cheaper."
382,38,7,03-09-2023,4,"Good quality,  but could be cheaper."
383,54,13,05-09-2024,5,Amazing value for the price.
384,20,3,04-06-2025,3,Not worth the money.
385,81,5,09-06-2023,4,Five stars for the quick delivery.
386,86,5,09-04-2024,3,"Good quality, but could be cheaper."
387,42,14,29-03-2025,5,Shipping was fast and the  item was well-packaged.
388,99,1,10-12-2025,1,Disappointed with the performance.
389,14,2,14-09-2024,5,"Excellent product, highly recommend!"
390,30,10,22-05-2023,3,"Good quality, but could be cheaper."
391,98,20,05-01-2024,3,"Average experience, nothing special."
392,93,11,29-06-2023,5,Amazing value for the price.
393,6,20,18-04-2024,2,Product did not meet my expectations.
394,7,4,19-10-2024,3,"The product is okay, but the instructions were unclear."
395,35,9,12-04-2025,4,The quality is top-notch.
396,75,6,12-09-2025,3,"Good  quality, but could be cheaper."
397,11,14,23-04-2024,4,The quality is top-notch.
398,17,7,02-09-2023,5,"I love this product, will buy again!"
399,68,1,21-07-2024,3,"Average experience, nothing special."
400,42,10,30-06-2023,3,Not worth the money.
401,93,18,13-04-2024,4,"Good quality, but could be cheaper."
402,68,12,16-12-2025,4,The build quality is impressive.
403,53,14,18-06-2023,3,"Good quality, but  could be cheaper."
404,90,7,04-06-2025,4,The quality is top-notch.
405,43,4,10-09-2025,5,Exceeded my  expectations!
406,11,9,15-12-2025,5,Exceeded my expectations!
407,79,11,12-01-2023,2,Disappointed with the  performance.
408,17,4,12-12-2023,5,The build quality is impressive.
409,59,19,22-02-2023,5,"I love this product, will buy  again!"
410,83,1,11-01-2023,1,Product did not meet my expectations.
411,32,15,05-03-2023,3,"The product is okay, but the  instructions were unclear."
412,83,7,10-05-2024,4,Customer support was very helpful.
413,60,12,24-08-2023,5,The build quality is impressive.
414,59,14,31-07-2025,4,"I love this product, will buy again!"
415,97,8,04-06-2025,2,Disappointed with the  performance.
416,15,17,19-04-2023,5,The quality is top-notch.
417,9,16,28-11-2024,3,Not worth the money.
418,94,2,02-03-2025,1,"Not satisfied, the product broke after a  week."
419,68,6,01-09-2025,1,The color was different from what was shown.
420,18,11,10-06-2023,5,"I love this  product, will buy again!"
421,75,13,18-08-2025,5,The quality is top-notch.
422,81,17,30-09-2025,4,The quality is top-notch.
423,76,18,01-08-2023,2,Product did not meet my expectations.
424,53,11,21-03-2024,4,Customer support was very helpful.
425,89,6,04-03-2025,2,Not worth the money.
426,74,17,07-04-2024,4,Shipping was fast and the item was well-packaged.
427,81,11,20-08-2025,4,Five stars for the quick delivery.
428,58,9,17-01-2025,5,The build  quality is impressive.
429,71,2,08-06-2023,4,Customer  support was very helpful.
430,99,9,03-08-2025,2,"Average experience, nothing special."
431,94,11,10-02-2023,3,Not worth the money.
432,31,18,14-02-2025,4,"I love this product, will buy again!"
433,72,2,11-06-2025,5,The quality is top-notch.
434,7,18,25-02-2023,5,"Great purchase, very satisfied."
435,65,1,28-02-2023,5,Amazing value for the price.
436,11,1,03-01-2024,4,Shipping was fast  and the item was well-packaged.
437,73,4,24-06-2023,5,"Excellent product, highly recommend!"
438,72,20,13-09-2023,5,Five stars for the quick delivery.
439,67,11,11-11-2025,3,"The product is okay, but the instructions were unclear."
440,93,7,22-07-2023,3,Not worth the money.
441,12,6,03-09-2023,1,Product did  not meet my expectations.
442,28,8,06-04-2025,1,The product stopped working after a month.
443,37,13,19-01-2024,3,"Good quality, but could be cheaper."
444,22,16,20-10-2023,5,The build quality is impressive.
445,25,14,27-05-2023,3,"Good quality, but could be cheaper."
446,84,14,10-06-2025,5,The quality is top-notch.
447,38,2,19-08-2024,4,Shipping  was fast and the item was well-packaged.
448,75,12,25-12-2025,4,"Excellent product, highly recommend!"
449,43,14,10-03-2024,5,Shipping was fast and the item was well-packaged.
450,92,4,04-08-2024,5,Amazing value for the price.
451,68,11,18-04-2023,5,"Excellent product, highly recommend!"
452,42,19,28-08-2024,4,"Good quality, but could be cheaper."
453,100,2,23-04-2023,4,Customer support was very helpful.
454,27,9,17-09-2025,4,Customer support  was very helpful.
455,79,20,30-07-2024,3,"The product is okay, but the instructions were unclear."
456,2,1,09-01-2024,2,Product did not meet my expectations.
457,29,1,12-12-2024,3,"The product is okay, but the instructions were unclear."
458,42,20,05-07-2025,4,"Good quality, but could be cheaper."
459,90,17,16-06-2023,4,Five stars for the quick delivery.
460,92,16,09-08-2025,4,"Good quality, but could be cheaper."
461,66,5,11-10-2025,4,The quality is top-notch.
462,85,14,02-02-2023,5,The  build quality is impressive.
463,5,2,02-11-2025,3,"Great purchase, very  satisfied."
464,73,11,28-05-2024,4,"Great purchase, very  satisfied."
465,43,12,14-12-2025,1,Disappointed  with the performance.
466,49,16,16-02-2023,5,Shipping was fast and the item was well-packaged.
467,29,16,16-07-2023,3,"The product is okay, but the instructions were unclear."
468,12,12,09-01-2024,5,"Excellent product, highly recommend!"
469,54,13,06-10-2023,4,Customer support was very helpful.
470,46,1,24-10-2025,4,Customer support was very helpful.
471,88,4,26-04-2024,5,The quality is top-notch.
472,69,8,05-12-2024,4,Shipping was fast and the item was well-packaged.
473,7,19,03-08-2024,1,The product arrived late.
474,47,20,31-05-2025,3,"Good quality, but could be cheaper."
475,74,20,18-04-2023,4,The quality is top-notch.
476,54,10,12-12-2023,4,Customer support  was very helpful.
477,91,10,25-04-2025,4,The  quality is top-notch.
478,79,6,23-07-2023,5,The build quality is impressive.
479,7,13,28-12-2024,4,Customer support was very helpful.
480,90,9,22-07-2023,5,"Great purchase, very satisfied."
481,21,2,02-12-2024,4,Shipping was fast and the item was well-packaged.
482,49,10,11-07-2025,5,Amazing value for the price.
483,28,20,29-06-2024,2,The product arrived late.
484,36,10,22-08-2023,1,The product arrived late.
485,66,18,10-06-2025,5,"I love this product, will buy again!"
486,44,3,20-01-2024,3,Not worth the money.
487,78,3,01-05-2025,1,I had a bad experience with this product.
488,89,12,24-02-2025,5,Exceeded my expectations!
489,15,8,09-11-2023,4,Five stars  for the quick delivery.
490,46,11,05-07-2025,4,Five stars for the quick delivery.
491,59,6,22-06-2023,4,"Great purchase, very satisfied."
492,94,20,19-03-2025,2,"The product is okay, but the instructions were unclear."
493,26,2,16-07-2024,5,"I love this product, will buy again!"
494,2,13,25-05-2025,5,Five stars for the quick delivery.
495,56,7,26-04-2023,4,Customer support was very helpful.
496,87,1,29-01-2024,5,Exceeded my expectations!
497,90,6,21-02-2024,4,Customer support was very helpful.
498,81,17,17-01-2025,3,"The product is okay, but the instructions were unclear."
499,72,6,26-08-2024,4,Shipping was fast and the item was well-packaged.
500,57,9,20-12-2025,2,Not worth the money.
501,39,12,01-12-2023,4,Customer support was  very helpful.
